{}
{"gravacaoDeDados": 0, "t": 1691540882920}
{"read": -1.86276, "t": 1691540883145}
{"read": -1.86371, "t": 1691540883406}
{"read": -1.86331, "t": 1691540883669}
{"read": -1.86348, "t": 1691540883929}
{"read": -1.86355, "t": 1691540884191}
{"read": -1.86319, "t": 1691540884454}
{"read": -1.86376, "t": 1691540884716}
{"read": -1.86437, "t": 1691540884977}
{"read": -1.86377, "t": 1691540885240}
{"read": -1.86363, "t": 1691540885502}
{"read": -1.86349, "t": 1691540885764}
{"read": -1.86352, "t": 1691540886026}
{"read": -1.86403, "t": 1691540886288}
{"read": -1.86459, "t": 1691540886549}
{"read": -1.85307, "t": 1691540886814}
{"read": -1.86431, "t": 1691540887075}
{"activeChannelId": "ch2", "modoAuto": 0, "gravacaoDeDados": 0, "t": 1691540887252}
{"gravacaoDeDados": 1, "t": 1691540887407}
{"read": 2.26794, "t": 1691540891534}
{"read": 2.26894, "t": 1691540891806}
{"read": 2.26767, "t": 1691540892055}
{"read": 2.26832, "t": 1691540892317}
{"read": 2.26819, "t": 1691540892579}
{"read": 2.26784, "t": 1691540892841}
{"read": 2.26811, "t": 1691540893104}
{"read": 2.26832, "t": 1691540893365}
{"read": 2.26817, "t": 1691540893628}
{"read": 2.26806, "t": 1691540893890}
{"read": 2.26808, "t": 1691540894152}
{"read": 2.26823, "t": 1691540894413}
{"read": 2.2683, "t": 1691540894677}
{"read": 2.26816, "t": 1691540894939}
{"read": 2.26818, "t": 1691540895200}
{"read": 2.26851, "t": 1691540895463}
{"activeChannelId": "ch3", "modoAuto": 0, "gravacaoDeDados": 1, "t": 1691540895639}
{"read": 0.08739, "t": 1691540899918}
{"read": 0.08726, "t": 1691540900181}
{"read": 0.08727, "t": 1691540900444}
{"read": 0.08722, "t": 1691540900705}
{"read": 0.08725, "t": 1691540900968}
{"read": 0.08735, "t": 1691540901229}
{"read": 0.08726, "t": 1691540901491}
{"read": 0.08727, "t": 1691540901754}
{"read": 0.08722, "t": 1691540902018}
{"read": 0.08723, "t": 1691540902277}
{"read": 0.08713, "t": 1691540902540}
{"read": 0.08727, "t": 1691540902802}
{"read": 0.08727, "t": 1691540903064}
{"read": 0.0873, "t": 1691540903326}
{"read": 0.08733, "t": 1691540903589}
{"read": 0.08729, "t": 1691540903850}
{"activeChannelId": "ch4", "modoAuto": 0, "gravacaoDeDados": 1, "t": 1691540904027}
{"read": 2.27041, "t": 1691540908306}
{"read": 2.27039, "t": 1691540908569}
{"read": 2.27021, "t": 1691540908831}
{"read": 2.27032, "t": 1691540909093}
{"read": 2.27029, "t": 1691540909355}
